seasonID,seasonYear,startDate,endDate,leagueName,leagueType,leagueCountry
848,2016,2016-07-16,2017-05-27,NB I,League,Hungary
849,2017,2017-07-15,2018-06-02,NB I,League,Hungary
850,2018,2018-07-21,2019-05-19,NB I,League,Hungary
851,2019,2019-08-03,2020-06-23,NB I,League,Hungary
852,2020,2020-08-14,2021-05-08,NB I,League,Hungary
853,2021,2021-07-30,2022-05-14,NB I,League,Hungary
854,2022,2022-07-30,2023-05-27,NB I,League,Hungary
855,2011,2011-08-20,2012-06-03,NB II,League,Hungary
856,2012,2012-08-18,2013-06-01,NB II,League,Hungary
857,2013,2013-08-16,2014-06-01,NB II,League,Hungary
858,2014,2014-08-16,2015-05-31,NB II,League,Hungary
859,2015,2015-08-01,2016-06-05,NB II,League,Hungary
860,2016,2016-07-31,2017-06-04,NB II,League,Hungary
861,2017,2017-07-30,2018-06-03,NB II,League,Hungary
862,2018,2018-07-29,2019-05-19,NB II,League,Hungary
863,2019,2019-08-02,2020-06-29,NB II,League,Hungary
864,2020,2020-08-01,2021-05-16,NB II,League,Hungary
865,2021,2021-08-01,2022-05-22,NB II,League,Hungary
866,2022,2022-07-31,2023-05-21,NB II,League,Hungary
867,2011,2011-10-22,2012-05-04,Premier League,League,Lebanon
868,2012,2012-09-28,2013-06-16,Premier League,League,Lebanon
869,2013,2013-09-21,2014-05-18,Premier League,League,Lebanon
870,2014,2014-09-26,2015-05-10,Premier League,League,Lebanon
871,2015,2015-10-16,2016-05-19,Premier League,League,Lebanon
872,2016,2016-09-09,2017-04-23,Premier League,League,Lebanon
873,2017,2017-09-15,2018-04-15,Premier League,League,Lebanon
874,2018,2018-09-21,2019-04-21,Premier League,League,Lebanon
875,2019,2019-09-20,2020-01-18,Premier League,League,Lebanon
876,2020,2020-10-03,2021-04-24,Premier League,League,Lebanon
877,2021,2021-09-11,2022-05-06,Premier League,League,Lebanon
878,2022,2022-09-02,2022-11-20,Premier League,League,Lebanon
879,2019,2019-08-04,2020-05-16,National Division,League,Luxembourg
880,2020,2020-08-22,2021-05-30,National Division,League,Luxembourg
881,2021,2021-08-07,2022-05-22,National Division,League,Luxembourg
882,2022,2022-08-07,2023-05-21,National Division,League,Luxembourg
883,2011,2011-09-16,2012-04-13,Stars League,League,Qatar
884,2012,2012-09-15,2013-04-18,Stars League,League,Qatar
885,2013,2013-09-13,2014-04-11,Stars League,League,Qatar
886,2014,2014-08-21,2015-04-16,Stars League,League,Qatar
887,2015,2015-09-11,2016-04-16,Stars League,League,Qatar
888,2016,2016-09-15,2017-04-15,Stars League,League,Qatar
889,2017,2017-09-15,2018-04-08,Stars League,League,Qatar
890,2018,2018-08-04,2019-04-17,Stars League,League,Qatar
891,2019,2019-08-21,2020-08-20,Stars League,League,Qatar
892,2020,2020-09-03,2021-05-04,Stars League,League,Qatar
893,2021,2021-09-11,2022-03-19,Stars League,League,Qatar
894,2022,2022-08-01,2022-12-30,Stars League,League,Qatar
895,2011,2011-08-05,2012-05-19,Championship,League,England
896,2012,2012-08-17,2013-05-27,Championship,League,England
897,2013,2013-08-03,2014-05-24,Championship,League,England
898,2014,2014-08-08,2015-05-25,Championship,League,England
899,2015,2015-08-07,2016-05-28,Championship,League,England
900,2016,2016-08-05,2017-05-29,Championship,League,England
901,2017,2017-08-04,2018-05-26,Championship,League,England
902,2018,2018-08-03,2019-05-27,Championship,League,England
903,2019,2019-08-02,2020-08-04,Championship,League,England
904,2020,2020-09-11,2021-05-29,Championship,League,England
905,2021,2021-08-06,2022-05-29,Championship,League,England
906,2022,2022-07-29,2023-05-06,Championship,League,England
907,2011,2011-08-30,2012-03-25,EFL Trophy,Cup,England
908,2012,2012-09-04,2013-04-07,EFL Trophy,Cup,England
909,2013,2013-09-03,2014-03-30,EFL Trophy,Cup,England
910,2014,2014-09-02,2015-03-22,EFL Trophy,Cup,England
911,2015,2015-09-01,2016-04-03,EFL Trophy,Cup,England
912,2011,2011-09-17,2012-05-05,FA Cup,Cup,England
913,2012,2012-08-10,2013-05-11,FA Cup,Cup,England
914,2013,2013-08-16,2014-05-17,FA Cup,Cup,England
915,2014,2014-08-15,2015-05-30,FA Cup,Cup,England
916,2015,2015-08-14,2016-05-21,FA Cup,Cup,England
917,2016,2016-11-04,2017-05-27,FA Cup,Cup,England
918,2017,2017-11-03,2018-05-19,FA Cup,Cup,England
919,2018,2018-11-09,2019-05-18,FA Cup,Cup,England
920,2019,2019-08-09,2020-08-01,FA Cup,Cup,England
921,2020,2020-08-31,2021-05-15,FA Cup,Cup,England
922,2021,2021-08-06,2022-05-14,FA Cup,Cup,England
923,2022,2022-08-05,2022-11-07,FA Cup,Cup,England
924,2011,2011-10-07,2012-05-12,FA Trophy,Cup,England
925,2012,2012-09-15,2013-03-24,FA Trophy,Cup,England
926,2013,2013-10-04,2014-03-23,FA Trophy,Cup,England
927,2014,2014-10-17,2015-03-29,FA Trophy,Cup,England
928,2015,2015-10-02,2016-05-22,FA Trophy,Cup,England
929,2016,2016-10-08,2017-05-21,FA Trophy,Cup,England
930,2017,2017-10-07,2018-05-20,FA Trophy,Cup,England
931,2018,2018-10-12,2019-05-19,FA Trophy,Cup,England
932,2019,2019-09-28,2020-03-28,FA Trophy,Cup,England
933,2020,2020-09-26,2021-05-22,FA Trophy,Cup,England
934,2021,2021-09-25,2022-05-22,FA Trophy,Cup,England
935,2011,2011-07-29,2012-02-26,League Cup,Cup,England
936,2012,2012-08-11,2013-02-24,League Cup,Cup,England
937,2013,2013-08-05,2014-03-02,League Cup,Cup,England
938,2014,2014-08-11,2015-03-01,League Cup,Cup,England
939,2015,2015-08-11,2016-02-28,League Cup,Cup,England
940,2016,2016-08-09,2017-02-26,League Cup,Cup,England
941,2017,2017-08-08,2018-02-25,League Cup,Cup,England
942,2018,2018-08-14,2019-02-24,League Cup,Cup,England
943,2019,2019-08-06,2020-03-01,League Cup,Cup,England
944,2020,2020-08-29,2021-04-25,League Cup,Cup,England
945,2021,2021-07-31,2022-02-27,League Cup,Cup,England
946,2022,2022-08-02,2022-11-08,League Cup,Cup,England
947,2011,2011-08-12,2012-05-20,National League,League,England
948,2012,2012-08-10,2013-04-20,National League,League,England
949,2013,2013-08-10,2014-04-26,National League,League,England
950,2014,2014-08-09,2015-04-25,National League,League,England
951,2011,2011-08-06,2012-05-26,League One,League,England
952,2012,2012-08-18,2013-05-19,League One,League,England
953,2013,2013-08-02,2014-05-25,League One,League,England
954,2014,2014-08-09,2015-05-24,League One,League,England
955,2015,2015-08-08,2016-05-29,League One,League,England
956,2016,2016-08-06,2017-05-20,League One,League,England
957,2017,2017-08-05,2018-05-27,League One,League,England
958,2018,2018-08-04,2019-05-26,League One,League,England
959,2019,2019-08-03,2020-07-13,League One,League,England
960,2020,2020-09-12,2021-05-30,League One,League,England
961,2021,2021-08-07,2022-05-21,League One,League,England
962,2022,2022-07-30,2023-05-06,League One,League,England
963,2011,2011-08-06,2012-05-27,League Two,League,England
964,2012,2012-08-18,2013-05-18,League Two,League,England
965,2013,2013-08-03,2014-05-26,League Two,League,England
966,2014,2014-08-09,2015-05-23,League Two,League,England
967,2015,2015-08-08,2016-05-30,League Two,League,England
968,2016,2016-08-06,2017-05-28,League Two,League,England
969,2017,2017-08-05,2018-05-28,League Two,League,England
970,2018,2018-08-04,2019-05-25,League Two,League,England
971,2019,2019-08-03,2020-06-29,League Two,League,England
972,2020,2020-09-12,2021-05-31,League Two,League,England
973,2021,2021-08-07,2022-05-28,League Two,League,England
974,2022,2022-07-30,2023-05-06,League Two,League,England
975,2012,2012-07-26,2012-08-11,Olympics Men,Cup,World
976,2016,2016-08-04,2016-08-20,Olympics Men,Cup,World
977,2020,2021-07-22,2021-08-07,Olympics Men,Cup,World
978,2012,2012-06-23,2012-10-21,Serie D,League,Brazil
979,2013,2013-06-01,2013-11-03,Serie D,League,Brazil
980,2014,2014-07-19,2014-11-16,Serie D,League,Brazil
981,2015,2015-07-12,2015-11-14,Serie D,League,Brazil
982,2016,2016-06-12,2016-10-02,Serie D,League,Brazil
983,2017,2017-05-21,2017-09-10,Serie D,League,Brazil
984,2018,2018-04-21,2018-08-04,Serie D,League,Brazil
985,2019,2019-05-04,2019-08-18,Serie D,League,Brazil
986,2020,2020-09-06,2021-02-06,Serie D,League,Brazil
987,2021,2021-05-26,2021-11-13,Serie D,League,Brazil
988,2022,2022-04-17,2022-09-25,Serie D,League,Brazil
989,2012,2012-03-10,2012-12-01,Major League Soccer,League,USA
990,2013,2013-03-02,2013-12-07,Major League Soccer,League,USA
991,2014,2014-03-08,2014-12-07,Major League Soccer,League,USA
992,2015,2015-03-07,2015-12-06,Major League Soccer,League,USA
993,2016,2016-03-06,2016-12-11,Major League Soccer,League,USA
994,2017,2017-03-04,2017-12-09,Major League Soccer,League,USA
995,2018,2018-03-03,2018-12-09,Major League Soccer,League,USA
996,2019,2019-03-02,2019-11-10,Major League Soccer,League,USA
997,2020,2020-02-29,2020-12-13,Major League Soccer,League,USA
998,2021,2021-04-17,2021-12-11,Major League Soccer,League,USA
999,2022,2022-02-26,2022-11-05,Major League Soccer,League,USA
1000,2012,2012-08-25,2012-12-10,Primera División - Apertura,League,Uruguay
1001,2013,2013-08-17,2013-12-15,Primera División - Apertura,League,Uruguay
1002,2014,2014-08-16,2014-12-07,Primera División - Apertura,League,Uruguay
1003,2015,2015-08-15,2015-12-06,Primera División - Apertura,League,Uruguay
1004,2016,2016-08-28,2016-12-11,Primera División - Apertura,League,Uruguay
1005,2017,2017-02-04,2017-05-14,Primera División - Apertura,League,Uruguay
1006,2018,2018-02-03,2018-05-06,Primera División - Apertura,League,Uruguay
1007,2019,2019-02-16,2019-06-05,Primera División - Apertura,League,Uruguay
1008,2020,2020-02-15,2020-10-14,Primera División - Apertura,League,Uruguay
1009,2021,2021-05-15,2021-09-13,Primera División - Apertura,League,Uruguay
1010,2022,2022-02-05,2022-07-23,Primera División - Apertura,League,Uruguay
1011,2012,2012-02-18,2012-06-03,Primera División - Clausura,League,Uruguay
1012,2013,2013-02-23,2013-06-02,Primera División - Clausura,League,Uruguay
1013,2014,2014-02-01,2014-05-18,Primera División - Clausura,League,Uruguay
1014,2015,2015-02-14,2015-06-07,Primera División - Clausura,League,Uruguay
1015,2016,2016-02-06,2016-06-05,Primera División - Clausura,League,Uruguay
1016,2017,2017-08-19,2017-12-03,Primera División - Clausura,League,Uruguay
1017,2018,2018-07-21,2018-11-04,Primera División - Clausura,League,Uruguay
1018,2019,2019-07-13,2019-12-15,Primera División - Clausura,League,Uruguay
1019,2020,2021-01-16,2021-03-27,Primera División - Clausura,League,Uruguay
1020,2021,2021-09-11,2021-12-18,Primera División - Clausura,League,Uruguay
1021,2022,2022-07-30,2022-10-30,Primera División - Clausura,League,Uruguay
1022,2013,2013-03-02,2013-11-03,Thai League 1,League,Thailand
1023,2014,2014-02-22,2014-11-02,Thai League 1,League,Thailand
1024,2015,2015-02-13,2015-12-13,Thai League 1,League,Thailand
1025,2016,2016-03-05,2016-10-30,Thai League 1,League,Thailand
1026,2012,2012-08-12,2012-08-12,Super Cup,Cup,Turkey
1027,2013,2013-08-11,2013-08-11,Super Cup,Cup,Turkey
1028,2014,2014-08-25,2014-08-25,Super Cup,Cup,Turkey
1029,2012,2012-03-24,2012-10-06,Meistaradeildin,League,Faroe-Islands
1030,2013,2013-03-09,2013-10-26,Meistaradeildin,League,Faroe-Islands
1031,2014,2014-03-15,2014-10-25,Meistaradeildin,League,Faroe-Islands
1032,2015,2015-03-01,2015-10-03,Meistaradeildin,League,Faroe-Islands
1033,2016,2016-03-05,2016-10-22,Meistaradeildin,League,Faroe-Islands
1034,2017,2017-03-12,2017-10-21,Meistaradeildin,League,Faroe-Islands
1035,2018,2018-03-11,2018-10-27,Meistaradeildin,League,Faroe-Islands
1036,2019,2019-03-10,2019-10-26,Meistaradeildin,League,Faroe-Islands
1037,2020,2020-05-09,2020-11-07,Meistaradeildin,League,Faroe-Islands
1038,2021,2021-03-06,2021-11-07,Meistaradeildin,League,Faroe-Islands
1039,2022,2022-03-05,2022-10-22,Meistaradeildin,League,Faroe-Islands
1040,2012,2012-04-27,2012-10-06,Ykkönen,League,Finland
1041,2013,2013-04-29,2013-10-05,Ykkönen,League,Finland
1042,2014,2014-04-26,2014-10-04,Ykkönen,League,Finland
1043,2015,2015-05-02,2015-10-17,Ykkönen,League,Finland
1044,2016,2016-04-24,2016-10-22,Ykkönen,League,Finland
1045,2017,2017-04-29,2017-10-21,Ykkönen,League,Finland
1046,2018,2018-04-28,2018-10-27,Ykkönen,League,Finland
1047,2019,2019-04-27,2019-10-20,Ykkönen,League,Finland
1048,2020,2020-06-27,2020-10-31,Ykkönen,League,Finland
1049,2021,2021-05-05,2021-10-23,Ykkönen,League,Finland
1050,2022,2022-04-18,2022-10-17,Ykkönen,League,Finland
1051,2012,2012-04-15,2012-10-27,Veikkausliiga,League,Finland
1052,2013,2013-04-13,2013-10-26,Veikkausliiga,League,Finland
1053,2014,2014-04-06,2014-10-26,Veikkausliiga,League,Finland
1054,2015,2015-04-12,2015-10-25,Veikkausliiga,League,Finland
1055,2016,2016-04-02,2016-10-23,Veikkausliiga,League,Finland
1056,2017,2017-04-05,2017-10-28,Veikkausliiga,League,Finland
1057,2018,2018-04-07,2018-10-27,Veikkausliiga,League,Finland
1058,2019,2019-04-03,2019-11-03,Veikkausliiga,League,Finland
1059,2020,2020-07-01,2020-11-14,Veikkausliiga,League,Finland
1060,2021,2021-04-24,2021-11-07,Veikkausliiga,League,Finland
1061,2022,2022-04-02,2022-10-30,Veikkausliiga,League,Finland
1062,2012,2012-02-14,2012-09-29,Suomen Cup,Cup,Finland
1063,2013,2013-02-20,2013-09-28,Suomen Cup,Cup,Finland
1064,2014,2014-02-19,2014-11-01,Suomen Cup,Cup,Finland
1065,2015,2015-02-17,2015-09-26,Suomen Cup,Cup,Finland
1066,2016,2016-02-05,2016-09-24,Suomen Cup,Cup,Finland
1067,2017,2016-09-01,2017-09-23,Suomen Cup,Cup,Finland
1068,2019,2019-02-23,2019-06-15,Suomen Cup,Cup,Finland
1069,2020,2020-01-25,2020-10-03,Suomen Cup,Cup,Finland
1070,2021,2021-02-06,2021-05-08,Suomen Cup,Cup,Finland
1071,2022,2022-02-11,2022-09-17,Suomen Cup,Cup,Finland
1072,2012,2012-09-30,2012-10-06,Kakkonen - Lohko A,League,Finland
1073,2013,2013-04-20,2013-10-05,Kakkonen - Lohko A,League,Finland
1074,2014,2014-04-18,2014-10-04,Kakkonen - Lohko A,League,Finland
1075,2015,2015-04-25,2015-10-03,Kakkonen - Lohko A,League,Finland
1076,2016,2016-05-04,2016-10-01,Kakkonen - Lohko A,League,Finland
1077,2017,2017-04-22,2017-09-30,Kakkonen - Lohko A,League,Finland
1078,2018,2018-04-28,2018-09-29,Kakkonen - Lohko A,League,Finland
1079,2019,2019-04-27,2019-10-05,Kakkonen - Lohko A,League,Finland
1080,2020,2020-06-11,2020-11-09,Kakkonen - Lohko A,League,Finland
1081,2021,2021-05-29,2021-10-23,Kakkonen - Lohko A,League,Finland
1082,2022,2022-04-23,2022-10-01,Kakkonen - Lohko A,League,Finland
1083,2012,2012-09-30,2012-10-06,Kakkonen - Lohko B,League,Finland
1084,2013,2013-09-29,2013-10-05,Kakkonen - Lohko B,League,Finland
1085,2014,2014-04-23,2014-10-04,Kakkonen - Lohko B,League,Finland
1086,2015,2015-04-24,2015-10-03,Kakkonen - Lohko B,League,Finland
1087,2016,2016-04-30,2016-10-01,Kakkonen - Lohko B,League,Finland
1088,2017,2017-04-22,2017-09-30,Kakkonen - Lohko B,League,Finland
1089,2018,2018-05-05,2018-09-29,Kakkonen - Lohko B,League,Finland
1090,2019,2019-04-27,2019-10-05,Kakkonen - Lohko B,League,Finland
1091,2020,2020-06-12,2020-11-03,Kakkonen - Lohko B,League,Finland
1092,2021,2021-05-29,2021-10-24,Kakkonen - Lohko B,League,Finland
1093,2022,2022-04-19,2022-10-01,Kakkonen - Lohko B,League,Finland
1094,2012,2012-09-27,2012-10-06,Kakkonen - Lohko C,League,Finland
1095,2013,2013-04-21,2013-10-05,Kakkonen - Lohko C,League,Finland
1096,2014,2014-04-19,2014-10-04,Kakkonen - Lohko C,League,Finland
1097,2015,2015-04-24,2015-10-03,Kakkonen - Lohko C,League,Finland
1098,2016,2016-05-03,2016-10-01,Kakkonen - Lohko C,League,Finland
1099,2017,2017-04-29,2017-09-30,Kakkonen - Lohko C,League,Finland
1100,2018,2018-04-28,2018-09-29,Kakkonen - Lohko C,League,Finland
1101,2019,2019-04-27,2019-10-05,Kakkonen - Lohko C,League,Finland
1102,2020,2020-06-13,2020-11-07,Kakkonen - Lohko C,League,Finland
1103,2021,2021-05-07,2021-10-24,Kakkonen - Lohko C,League,Finland
1104,2022,2022-04-30,2022-10-01,Kakkonen - Lohko C,League,Finland
1105,2012,2012-02-04,2012-07-08,Liga Pro,League,Ecuador
1106,2013,2013-01-26,2013-06-30,Liga Pro,League,Ecuador
1107,2014,2014-01-25,2014-08-03,Liga Pro,League,Ecuador
1108,2015,2015-01-31,2015-07-12,Liga Pro,League,Ecuador
1109,2016,2016-02-06,2016-07-24,Liga Pro,League,Ecuador
1110,2017,2017-01-29,2017-07-09,Liga Pro,League,Ecuador
1111,2018,2018-02-17,2018-07-17,Liga Pro,League,Ecuador
1112,2022,2022-02-19,2022-11-13,Liga Pro,League,Ecuador
1113,2012,2012-02-25,2012-11-24,Liga Pro Serie B,League,Ecuador
1114,2013,2013-02-23,2013-11-24,Liga Pro Serie B,League,Ecuador
1115,2014,2014-02-28,2014-11-30,Liga Pro Serie B,League,Ecuador
1116,2015,2015-02-28,2015-11-28,Liga Pro Serie B,League,Ecuador
1117,2016,2016-03-05,2016-12-03,Liga Pro Serie B,League,Ecuador
1118,2017,2017-03-04,2017-11-30,Liga Pro Serie B,League,Ecuador
1119,2018,2018-03-03,2018-11-25,Liga Pro Serie B,League,Ecuador
1120,2019,2019-03-01,2019-12-14,Liga Pro Serie B,League,Ecuador
1121,2013,2013-02-26,2013-11-03,Girabola,League,Angola
1122,2018,2018-10-27,2019-05-19,Girabola,League,Angola
1123,2018,2018-02-10,2018-09-02,Girabola,League,Angola
1124,2019,2019-08-16,2020-05-03,Girabola,League,Angola
1125,2020,2020-12-26,2021-07-31,Girabola,League,Angola
1126,2021,2021-10-01,2022-05-22,Girabola,League,Angola
1127,2022,2022-09-24,2023-04-29,Girabola,League,Angola
1128,2019,2019-08-06,2020-07-19,First League,League,Armenia
1129,2020,2020-08-14,2021-05-28,First League,League,Armenia
1130,2021,2021-08-05,2022-05-17,First League,League,Armenia
1131,2022,2022-08-03,2023-05-30,First League,League,Armenia
1132,2012,2012-03-31,2013-05-18,Premier League,League,Armenia
1133,2013,2013-08-03,2014-05-18,Premier League,League,Armenia
1134,2014,2014-08-02,2015-05-30,Premier League,League,Armenia
1135,2015,2015-08-01,2016-05-22,Premier League,League,Armenia
1136,2016,2016-08-06,2017-05-31,Premier League,League,Armenia
1137,2017,2017-08-04,2018-05-20,Premier League,League,Armenia
1138,2018,2018-08-04,2019-05-30,Premier League,League,Armenia
1139,2019,2019-08-02,2020-07-14,Premier League,League,Armenia
1140,2020,2020-08-14,2021-05-30,Premier League,League,Armenia
1141,2021,2021-07-30,2022-05-28,Premier League,League,Armenia
1142,2022,2022-07-30,2023-05-26,Premier League,League,Armenia
1143,2012,2012-03-24,2012-11-25,Premier League,League,Belarus
1144,2013,2013-03-30,2013-12-01,Premier League,League,Belarus
1145,2014,2014-03-29,2014-11-30,Premier League,League,Belarus
1146,2015,2015-04-10,2015-11-08,Premier League,League,Belarus
1147,2016,2016-04-01,2016-11-27,Premier League,League,Belarus
1148,2017,2017-04-01,2017-11-26,Premier League,League,Belarus
1149,2018,2018-03-30,2018-12-02,Premier League,League,Belarus
1150,2019,2019-03-29,2019-12-01,Premier League,League,Belarus
1151,2020,2020-03-19,2020-12-19,Premier League,League,Belarus
1152,2021,2021-03-12,2021-12-05,Premier League,League,Belarus
1153,2022,2022-03-18,2022-11-19,Premier League,League,Belarus
1154,2012,2012-04-21,2012-11-17,1. Division,League,Belarus
1155,2013,2013-04-20,2013-11-23,1. Division,League,Belarus
1156,2014,2014-04-19,2014-11-22,1. Division,League,Belarus
1157,2015,2015-04-19,2015-11-15,1. Division,League,Belarus
1158,2016,2016-04-16,2016-11-05,1. Division,League,Belarus
1159,2017,2017-04-08,2017-11-11,1. Division,League,Belarus
1160,2018,2018-04-06,2018-11-10,1. Division,League,Belarus
1161,2019,2019-04-13,2019-11-24,1. Division,League,Belarus
1162,2020,2020-04-17,2020-12-05,1. Division,League,Belarus
1163,2021,2021-04-17,2021-11-27,1. Division,League,Belarus
1164,2022,2022-04-09,2022-11-12,1. Division,League,Belarus
1165,2012,2011-12-31,2012-08-19,V.League 1,League,Vietnam
1166,2013,2013-03-02,2013-08-31,V.League 1,League,Vietnam
1167,2014,2014-01-11,2014-08-24,V.League 1,League,Vietnam
1168,2012,2012-03-20,2012-11-03,J-League Cup,Cup,Japan
1169,2013,2013-03-20,2013-11-02,J-League Cup,Cup,Japan
1170,2014,2014-03-19,2014-11-08,J-League Cup,Cup,Japan
1171,2015,2015-03-18,2015-10-31,J-League Cup,Cup,Japan
1172,2016,2016-03-23,2016-10-15,J-League Cup,Cup,Japan
1173,2017,2017-03-15,2017-11-04,J-League Cup,Cup,Japan
1174,2018,2018-03-07,2018-10-27,J-League Cup,Cup,Japan
1175,2019,2019-03-06,2019-10-26,J-League Cup,Cup,Japan
1176,2020,2020-02-16,2021-01-04,J-League Cup,Cup,Japan
1177,2021,2021-03-02,2021-10-30,J-League Cup,Cup,Japan
1178,2022,2022-02-23,2022-10-22,J-League Cup,Cup,Japan
1179,2012,2012-03-10,2012-12-01,J1 League,League,Japan
1180,2013,2013-03-02,2013-12-07,J1 League,League,Japan
1181,2014,2014-03-01,2014-12-08,J1 League,League,Japan
1182,2015,2015-03-07,2015-12-05,J1 League,League,Japan
1183,2016,2016-02-27,2016-12-03,J1 League,League,Japan
1184,2017,2017-02-25,2017-12-02,J1 League,League,Japan
1185,2018,2018-02-23,2018-12-01,J1 League,League,Japan
1186,2019,2019-02-22,2019-12-14,J1 League,League,Japan
1187,2020,2020-02-21,2020-12-19,J1 League,League,Japan
1188,2021,2021-02-26,2021-12-04,J1 League,League,Japan
1189,2022,2022-02-18,2022-11-05,J1 League,League,Japan
1190,2012,2012-03-04,2012-11-23,J2 League,League,Japan
1191,2013,2013-03-03,2013-12-08,J2 League,League,Japan
1192,2014,2014-03-02,2014-12-07,J2 League,League,Japan
1193,2015,2015-03-08,2015-12-06,J2 League,League,Japan
1194,2016,2016-02-28,2016-12-04,J2 League,League,Japan
1195,2017,2017-02-26,2017-12-03,J2 League,League,Japan
1196,2018,2018-02-25,2018-12-02,J2 League,League,Japan
1197,2019,2019-02-24,2019-12-08,J2 League,League,Japan
1198,2020,2020-02-23,2020-12-19,J2 League,League,Japan
1199,2021,2021-02-27,2021-12-05,J2 League,League,Japan
1200,2022,2022-02-19,2022-11-06,J2 League,League,Japan
1201,2017,2017-04-14,2017-10-28,1. Liga,League,Latvia
1202,2018,2018-04-21,2018-11-11,1. Liga,League,Latvia
1203,2019,2019-04-06,2019-11-10,1. Liga,League,Latvia
1204,2020,2020-04-04,2020-11-08,1. Liga,League,Latvia
1205,2021,2021-07-03,2021-11-13,1. Liga,League,Latvia
1206,2022,2022-04-08,2022-11-13,1. Liga,League,Latvia
1207,2012,2012-03-24,2012-11-10,Virsliga,League,Latvia
1208,2013,2013-03-29,2013-11-09,Virsliga,League,Latvia
1209,2014,2014-03-21,2014-11-08,Virsliga,League,Latvia
1210,2015,2015-03-13,2015-11-07,Virsliga,League,Latvia
1211,2016,2016-03-11,2016-11-05,Virsliga,League,Latvia
1212,2017,2017-03-10,2017-11-04,Virsliga,League,Latvia
1213,2018,2018-03-31,2018-11-10,Virsliga,League,Latvia
1214,2019,2019-03-09,2019-11-09,Virsliga,League,Latvia
1215,2020,2020-06-15,2020-11-29,Virsliga,League,Latvia
1216,2021,2021-03-13,2021-11-06,Virsliga,League,Latvia
1217,2022,2022-03-11,2022-11-12,Virsliga,League,Latvia
1218,2015,2015-03-28,2015-10-31,1 Lyga,League,Lithuania
1219,2017,2017-03-24,2017-10-21,1 Lyga,League,Lithuania
1220,2018,2018-03-25,2018-10-20,1 Lyga,League,Lithuania
1221,2019,2019-03-22,2019-10-27,1 Lyga,League,Lithuania
1222,2020,2020-06-05,2020-10-31,1 Lyga,League,Lithuania
1223,2021,2021-03-20,2021-10-29,1 Lyga,League,Lithuania
1224,2022,2022-03-18,2022-11-12,1 Lyga,League,Lithuania
1225,2012,2012-03-10,2012-11-11,A Lyga,League,Lithuania
1226,2013,2013-03-09,2013-11-09,A Lyga,League,Lithuania
1227,2014,2014-03-08,2014-11-29,A Lyga,League,Lithuania
1228,2015,2015-02-28,2015-11-28,A Lyga,League,Lithuania
1229,2016,2016-03-02,2016-11-26,A Lyga,League,Lithuania
1230,2017,2017-03-03,2017-11-19,A Lyga,League,Lithuania
1231,2018,2018-02-24,2018-11-11,A Lyga,League,Lithuania
1232,2019,2019-03-02,2019-11-27,A Lyga,League,Lithuania
1233,2020,2020-03-06,2020-10-31,A Lyga,League,Lithuania
1234,2021,2021-03-05,2021-11-28,A Lyga,League,Lithuania
1235,2022,2022-03-04,2022-11-11,A Lyga,League,Lithuania
1236,2012,2012-05-19,2012-11-24,Serie B,League,Brazil
1237,2013,2013-05-24,2013-11-30,Serie B,League,Brazil
1238,2014,2014-04-18,2014-11-29,Serie B,League,Brazil
1239,2015,2015-05-08,2015-11-28,Serie B,League,Brazil
1240,2016,2016-05-13,2016-11-26,Serie B,League,Brazil
1241,2017,2017-05-12,2017-11-25,Serie B,League,Brazil
1242,2018,2018-04-13,2018-11-24,Serie B,League,Brazil
1243,2019,2019-04-26,2019-11-30,Serie B,League,Brazil
1244,2020,2020-08-07,2021-01-30,Serie B,League,Brazil
1245,2021,2021-05-28,2021-11-28,Serie B,League,Brazil
1246,2022,2022-04-09,2022-11-05,Serie B,League,Brazil
1247,2012,2012-06-30,2012-12-01,Serie C,League,Brazil
1248,2013,2013-06-01,2013-12-01,Serie C,League,Brazil
1249,2014,2014-04-26,2014-11-22,Serie C,League,Brazil
1250,2015,2015-05-16,2015-11-21,Serie C,League,Brazil
1251,2016,2016-05-21,2016-11-05,Serie C,League,Brazil
1252,2017,2017-05-13,2017-10-21,Serie C,League,Brazil
1253,2018,2018-04-14,2018-09-22,Serie C,League,Brazil
1254,2019,2019-04-27,2019-10-06,Serie C,League,Brazil
1255,2020,2020-08-08,2021-01-30,Serie C,League,Brazil
1256,2021,2021-05-29,2021-11-20,Serie C,League,Brazil
1257,2022,2022-04-09,2022-10-08,Serie C,League,Brazil
1258,2013,2013-06-05,2013-09-14,League Cup,Cup,Singapore
1259,2014,2014-07-07,2014-07-25,League Cup,Cup,Singapore
1260,2015,2015-06-22,2015-07-10,League Cup,Cup,Singapore
1261,2016,2016-07-13,2016-07-30,League Cup,Cup,Singapore
1262,2022,2022-09-10,2022-11-21,Division di Honor,League,Aruba
1263,2019,2019-09-01,2019-09-15,National Football League,League,Fiji
1264,2020,2020-02-01,2020-11-01,National Football League,League,Fiji
1265,2022,2022-02-13,2022-09-11,National Football League,League,Fiji
1266,2014,2014-07-01,2015-05-27,UEFA Europa League,Cup,World
1267,2015,2015-06-30,2016-05-18,UEFA Europa League,Cup,World
1268,2016,2016-06-28,2017-05-24,UEFA Europa League,Cup,World
1269,2017,2017-06-29,2018-05-16,UEFA Europa League,Cup,World
1270,2018,2018-06-26,2019-05-29,UEFA Europa League,Cup,World
